City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
158,Barabai,ID,-2.58,115.38,82.38,83,43,1.86,moderate rain,1.57,0
159,Mana,GF,5.66,-53.78,77.14,85,23,6.04,light rain,0.38,0
160,Andenes,NO,69.31,16.12,53.6,87,13,6.93,few clouds,0,0
161,Mehamn,NO,71.04,27.85,47.37,75,100,3.89,overcast clouds,0,0
162,Troitsko-Pechorsk,RU,62.71,56.2,70.65,90,2,2.51,light rain,0.4,0
163,Carnarvon,AU,-24.87,113.63,69.8,56,75,12.75,broken clouds,0,0
164,Port Lincoln,AU,-34.73,135.87,60.22,52,0,15.88,clear sky,0,0
165,Teguise,ES,29.06,-13.56,71.6,83,0,21.92,clear sky,0,0
166,Urubicha,BO,-15.38,-62.95,67.46,87,15,3.71,few clouds,0,0
167,Farsund,NO,58.09,6.8,55.99,91,39,9.69,scattered clouds,0,0
168,Hanmer Springs,NZ,-42.52,172.82,42.49,66,99,3.06,overcast clouds,0,0
169,Svetlogorsk,BY,52.63,29.73,53.44,87,98,9.55,overcast clouds,0,0
170,Opuwo,NA,-18.06,13.84,53.35,33,0,16.69,clear sky,0,0
171,Yellowknife,CA,62.46,-114.35,55.4,93,90,19.46,light rain,0,0
172,Hilo,US,19.73,-155.09,80.6,69,90,8.05,moderate rain,1.02,0
173,Murgab,TM,37.5,61.97,80.6,26,21,4.7,few clouds,0,0
174,Hasaki,JP,35.73,140.83,72.0,94,75,4.7,light intensity shower rain,0,0
175,Guia De Isora,ES,28.21,-16.78,73.99,77,0,2.24,clear sky,0,0
176,Tolaga Bay,NZ,-38.37,178.3,51.58,86,100,11.12,light rain,0.29,0
177,Makakilo City,US,21.35,-158.09,86.0,51,20,5.82,few clouds,0,0
178,Luganville,VU,-15.53,167.17,82.4,65,40,6.93,scattered clouds,0,0
179,Iranshahr,IR,27.2,60.68,91.4,43,14,7.27,few clouds,0,0
180,Katsuura,JP,35.13,140.3,73.99,84,100,1.99,overcast clouds,0,0
181,Vila,PT,42.03,-8.16,69.01,72,11,6.93,few clouds,0,0
182,Canala,NC,-21.53,165.95,77.0,65,90,6.93,overcast clouds,0,0
183,San Quintin,MX,30.48,-115.95,68.47,79,0,13.76,clear sky,0,0
184,Bartica,GY,6.4,-58.62,77.0,100,20,1.97,few clouds,0,0
185,Nara,JP,34.69,135.8,78.8,74,75,14.99,broken clouds,0,0
186,Port Macquarie,AU,-31.43,152.92,63.0,55,40,19.46,scattered clouds,0,0
187,Olafsvik,IS,64.89,-23.71,51.28,87,100,4.07,overcast clouds,0,0
188,Tabuk,PH,17.42,121.44,87.49,66,55,5.41,broken clouds,0,0
189,Sambava,MG,-14.27,50.17,68.45,86,18,9.71,few clouds,0,0
190,Kruisfontein,ZA,-34.0,24.73,41.02,80,0,6.87,clear sky,0,0
191,Mahibadhoo,MV,3.78,72.97,84.13,73,100,8.03,overcast clouds,0,0
192,Abu Kamal,SY,34.45,40.92,81.16,25,0,8.37,clear sky,0,0
193,Golden,US,39.76,-105.22,71.6,60,75,10.29,shower rain,0,0
194,Moshenskoye,RU,58.51,34.59,53.28,80,100,8.61,light rain,0.25,0
195,Klaksvik,FO,62.23,-6.59,50.0,93,87,3.36,overcast clouds,0,0
196,Tahta,EG,26.77,31.5,77.0,25,0,6.93,clear sky,0,0
197,Salalah,OM,17.02,54.09,80.6,94,90,3.36,mist,0,0
198,Prince Rupert,CA,54.32,-130.32,55.4,100,90,6.93,light rain,0,0
199,Tripoli,LY,32.88,13.19,77.22,63,0,6.51,clear sky,0,0
200,Ancud,CL,-41.87,-73.82,44.01,100,90,6.93,light intensity drizzle,0,0
201,East London,ZA,-33.02,27.91,52.74,62,52,15.73,broken clouds,0,0
202,Kodiak,US,57.79,-152.41,73.4,35,1,13.87,clear sky,0,0
203,Camacha,PT,33.08,-16.33,68.0,82,40,23.04,scattered clouds,0,0
204,Nanortalik,GL,60.14,-45.24,40.87,95,100,1.88,overcast clouds,0,0
205,Casper,US,42.87,-106.31,75.2,22,1,9.17,clear sky,0,0
206,Port Blair,IN,11.67,92.75,83.61,77,90,12.08,overcast clouds,0,0
207,Cabo San Lucas,MX,22.89,-109.91,91.99,69,5,17.22,clear sky,0,0
208,Roebourne,AU,-20.78,117.13,78.58,30,83,13.29,broken clouds,0,0
209,Belyy Yar,RU,53.6,91.39,71.6,60,31,15.66,light rain,0.2,0
210,Yerbogachen,RU,61.28,108.01,72.34,65,100,4.76,overcast clouds,0,0
211,Verkhnevilyuysk,RU,63.45,120.32,80.44,43,85,3.24,overcast clouds,0,0
212,Pemberton,CA,50.32,-122.8,74.08,41,80,3.89,broken clouds,0,0
213,Tasiilaq,GL,65.61,-37.64,41.0,86,39,1.12,scattered clouds,0,0
214,College,US,64.86,-147.8,73.4,40,75,5.82,broken clouds,0,0
215,Bafq,IR,31.61,55.41,84.2,26,6,11.1,clear sky,0,0
216,Naica,MX,27.85,-105.48,90.41,13,7,12.35,clear sky,0,0
217,Jackson,US,42.42,-122.83,89.6,22,1,12.75,clear sky,0,0
218,Fez,MA,34.04,-5.0,75.2,47,0,4.7,clear sky,0,0
219,Dumraon,IN,25.55,84.15,90.48,61,85,10.76,light rain,0.82,0
220,Tchibanga,GA,-2.85,11.03,66.02,96,98,1.52,overcast clouds,0,0
221,Jibuti,DJ,11.5,42.5,98.6,25,20,8.05,few clouds,0,0
222,Iqaluit,CA,63.75,-68.51,51.8,76,20,3.36,few clouds,0,0
223,Mwene-Ditu,CD,-7.0,23.45,61.32,60,41,3.15,scattered clouds,0,0
224,Saint Anthony,US,45.02,-93.22,69.8,60,1,5.82,light rain,0.25,0
225,Tuatapere,NZ,-46.13,167.68,48.72,69,2,5.68,clear sky,0,0
226,Glace Bay,CA,46.2,-59.96,57.99,93,90,12.75,overcast clouds,0,0
227,Airai,TL,-8.93,125.41,70.09,65,7,5.37,clear sky,0,0
228,Moerai,PF,-22.43,-151.33,70.83,71,89,11.27,overcast clouds,0,0
229,Kokkola,FI,63.84,23.13,54.0,81,62,1.12,broken clouds,0,0
230,Caapucu,PY,-26.22,-57.2,43.7,81,0,6.15,clear sky,0,0
231,Kahului,US,20.89,-156.47,89.6,43,20,23.04,few clouds,0,0
232,Minab,IR,27.15,57.08,89.6,75,75,11.41,haze,0,0
233,Tucumcari,US,35.17,-103.72,91.4,26,1,10.29,clear sky,0,0
234,Samarai,PG,-10.62,150.67,75.27,90,100,6.31,light rain,0.82,0
235,Horasan,TR,40.05,42.17,56.73,80,7,2.01,clear sky,0,0
236,Bambanglipuro,ID,-7.95,110.28,84.83,66,89,8.52,overcast clouds,0,0
237,Yelovo,RU,57.05,54.92,75.96,77,9,9.06,clear sky,0,0
238,Surt,LY,31.21,16.59,74.52,82,0,5.86,clear sky,0,0
239,Carberry,CA,49.87,-99.36,66.2,59,40,11.41,scattered clouds,0,0
240,Kalabo,ZM,-14.97,22.68,50.22,38,0,9.31,clear sky,0,0
241,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,73.0,92,0,1.45,clear sky,0,0
242,Codrington,AU,-38.27,141.97,54.14,72,3,7.11,clear sky,0,0
243,Westerland,DE,54.91,8.3,54.0,94,42,8.41,scattered clouds,0,0
244,Hami,CN,42.8,93.45,87.13,15,0,6.29,clear sky,0,0
245,Tazovskiy,RU,67.47,78.7,48.36,68,90,12.75,overcast clouds,0,0
246,Changli,CN,39.7,119.15,91.0,16,29,1.05,scattered clouds,0,0
247,Rio Grande,BR,-32.03,-52.1,35.01,89,0,10.27,clear sky,0,0
248,Walvis Bay,NA,-22.96,14.51,51.8,76,0,3.36,clear sky,0,0
249,Ilulissat,GL,69.22,-51.1,42.8,87,1,4.7,clear sky,0,0
250,Bilibino,RU,68.05,166.44,64.09,54,94,1.77,moderate rain,1.06,0
251,Itanhem,BR,-17.17,-40.33,66.36,81,0,2.44,clear sky,0,0
252,Muros,ES,42.78,-9.06,64.99,78,64,5.01,broken clouds,0,0
253,Geraldton,AU,-28.77,114.6,60.8,77,75,13.87,broken clouds,0,0
254,Komsomolskiy,UZ,40.43,71.72,82.4,32,0,2.24,clear sky,0,0
255,Mnogovershinnyy,RU,53.94,139.92,76.91,44,25,4.76,scattered clouds,0,0
256,Ixtapa,MX,20.7,-105.2,87.8,74,75,3.36,broken clouds,0,0
257,Candolim,IN,15.52,73.76,77.0,100,75,6.93,broken clouds,0,0
258,Tecoanapa,MX,16.52,-98.75,81.36,83,63,3.15,light rain,0.91,0
259,Shingu,JP,33.73,135.98,77.0,73,75,10.29,light rain,0,0
260,Preston,GB,53.77,-2.72,55.0,85,100,5.39,light rain,0.11,0
261,Butembo,CD,0.15,29.28,56.55,95,97,1.9,overcast clouds,0,0
262,Arraial Do Cabo,BR,-22.97,-42.03,68.77,78,99,13.38,overcast clouds,0,0
263,Glendive,US,47.11,-104.71,73.4,27,1,10.29,clear sky,0,0
264,Brus Laguna,HN,15.75,-84.48,77.31,93,1,3.96,clear sky,0,0
265,Gwadar,PK,25.12,62.33,83.95,74,17,3.11,few clouds,0,0
266,Araouane,ML,18.9,-3.53,88.93,37,88,13.65,overcast clouds,0,0
267,San Andres,CO,12.58,-81.7,84.2,79,75,12.75,broken clouds,0,0
268,Marsh Harbour,BS,26.54,-77.06,84.11,76,93,4.85,overcast clouds,0,0
269,Dakar,SN,14.69,-17.44,77.0,83,20,5.82,few clouds,0,0
270,Ambon,ID,-3.7,128.18,78.8,88,75,3.36,light rain,0,0
271,Castro,BR,-24.79,-50.01,48.43,82,0,3.8,clear sky,0,0
272,Ferme-Neuve,CA,46.7,-75.45,62.08,89,70,3.6,broken clouds,0,0
273,Camrose,CA,53.02,-112.84,68.0,42,0,8.63,clear sky,0,0
274,Babstovo,RU,48.12,132.48,81.52,65,0,4.63,clear sky,0,0
275,Rozsypne,UA,48.15,38.58,57.85,83,55,12.88,broken clouds,0,0
276,Ialibu,PG,-6.28,143.99,73.4,56,40,4.7,haze,0,0
277,Kaohsiung,TW,22.62,120.31,80.6,100,90,6.93,thunderstorm with heavy rain,0,0
278,Calama,CL,-22.47,-68.93,42.8,4,0,20.8,clear sky,0,0
279,Karpogory,RU,64.0,44.45,54.63,88,96,7.63,overcast clouds,0,0
280,Kungurtug,RU,50.6,97.52,57.49,85,100,4.88,light rain,0.91,0
281,Kamenka,RU,51.32,42.77,62.01,86,0,5.01,clear sky,0,0
282,Abu Samrah,SY,35.3,37.18,72.66,49,0,7.38,clear sky,0,0
283,Peterborough,GB,52.57,-0.25,52.0,93,14,8.05,few clouds,0,0
284,Vao,NC,-22.67,167.48,72.03,82,99,15.93,overcast clouds,0,0
285,Arezzo,IT,43.47,11.87,57.99,67,76,3.0,broken clouds,0,0
286,Heilbad Heiligenstadt,DE,51.38,10.13,59.0,85,100,1.7,light rain,0.27,0
287,Provideniya,RU,64.38,-173.3,48.2,93,90,8.95,fog,0,0
288,Dunedin,NZ,-45.87,170.5,48.99,78,59,5.08,broken clouds,0,0
289,Srednekolymsk,RU,67.45,153.68,52.72,46,30,14.16,scattered clouds,0,0
290,Bara,NG,10.37,10.73,72.18,92,99,10.29,overcast clouds,0,0
291,Victoria,HK,22.29,114.16,91.0,66,21,8.99,few clouds,0,0
292,Ponta Delgada,PT,37.73,-25.67,66.2,88,75,5.82,broken clouds,0,0
293,Lagoa,PT,39.05,-27.98,68.67,80,0,6.15,clear sky,0,0
294,Quzhou,CN,28.96,118.87,88.84,72,56,0.38,light rain,0.44,0
295,Port Hedland,AU,-20.32,118.57,77.0,20,50,13.87,scattered clouds,0,0
296,Atasu,KZ,48.68,71.64,76.71,45,46,13.8,scattered clouds,0,0
297,Caohe,CN,30.23,115.43,78.01,84,78,1.43,light rain,0.45,0
298,Guerande,FR,47.33,-2.43,59.0,77,100,8.05,overcast clouds,0,0
299,Yumen,CN,40.28,97.2,79.45,19,82,13.02,broken clouds,0,0
300,Ternate,ID,0.8,127.4,79.16,77,100,6.13,light rain,0.21,0
301,Cherskiy,RU,68.75,161.3,47.35,60,0,20.02,clear sky,0,0
302,High Rock,BS,26.62,-78.28,84.58,72,40,7.65,scattered clouds,0,0
303,Kununurra,AU,-15.77,128.73,75.2,17,12,11.41,few clouds,0,0
304,Lexington Park,US,38.27,-76.45,75.2,83,1,3.36,clear sky,0,0
305,Hammerfest,NO,70.66,23.68,48.2,81,0,8.05,clear sky,0,0
306,Rocha,UY,-34.48,-54.33,36.09,79,0,6.42,clear sky,0,0
307,Bathsheba,BB,13.22,-59.52,82.4,74,20,12.75,few clouds,0,0
308,Maraa,BR,-1.83,-65.37,73.49,96,49,1.43,light rain,0.21,0
309,Mayya,RU,61.73,130.28,77.0,44,0,6.71,smoke,0,0
310,Luanda,AO,-8.84,13.23,71.6,88,75,1.12,broken clouds,0,0
311,Lompoc,US,34.64,-120.46,62.6,77,1,12.75,clear sky,0,0
312,Lorengau,PG,-2.02,147.27,85.51,67,61,7.4,broken clouds,0,0
313,Bulgan,MN,48.81,103.53,69.21,59,0,6.58,clear sky,0,0
314,Kankan,GN,10.39,-9.31,69.69,92,35,7.45,scattered clouds,0,0
315,Benghazi,LY,32.12,20.07,75.6,69,0,13.38,clear sky,0,0
316,Husavik,IS,66.04,-17.34,50.0,93,90,2.24,light rain,0,0
317,Caticlan,PH,11.93,121.96,85.69,68,91,6.2,overcast clouds,0,0
318,Burnie,AU,-41.07,145.92,55.99,49,100,4.0,overcast clouds,0,0
319,Rio Cuarto,AR,-33.13,-64.35,44.6,56,0,8.05,clear sky,0,0
320,Saint George,US,37.1,-113.58,100.4,9,1,13.87,clear sky,0,0
321,Saldanha,ZA,-33.01,17.94,39.2,86,0,3.36,clear sky,0,0
322,Asau,RO,46.43,26.4,48.99,86,47,3.38,scattered clouds,0,0
323,San Rafael,AR,-34.62,-68.33,47.79,50,0,2.24,clear sky,0,0
324,Iquique,CL,-20.22,-70.14,57.2,82,0,3.36,clear sky,0,0
325,Guerrero Negro,MX,27.98,-114.06,69.03,82,0,15.52,clear sky,0,0
326,Richards Bay,ZA,-28.78,32.04,55.44,50,5,16.13,clear sky,0,0
327,Anloga,GH,5.79,0.9,75.2,88,20,11.41,few clouds,0,0
328,Kalangala,UG,-0.31,32.23,66.2,93,40,4.7,moderate rain,0,0
329,Alofi,NU,-19.06,-169.92,77.0,61,40,17.22,scattered clouds,0,0
330,Severnoye,RU,56.35,78.36,64.85,66,61,4.32,broken clouds,0,0
331,Kavaratti,IN,10.57,72.64,83.03,76,100,11.43,light rain,0.23,0
332,Kloulklubed,PW,7.04,134.26,86.0,74,75,6.93,broken clouds,0,0
333,Havre-Saint-Pierre,CA,50.23,-63.6,57.2,87,1,8.05,clear sky,0,0
334,The Valley,AI,18.22,-63.06,82.99,74,40,9.17,scattered clouds,0,0
335,Leningradskiy,RU,69.38,178.42,43.83,77,99,15.9,overcast clouds,0,0
336,Durres,AL,41.32,19.44,59.0,82,20,2.24,few clouds,0,0
337,Bagdarin,RU,54.43,113.6,75.2,68,1,3.09,light rain,0.62,0
338,Frisco,US,33.15,-96.82,91.0,56,23,7.0,few clouds,0,0
339,Mabaruma,GY,8.2,-59.78,73.0,98,12,1.86,light rain,0.28,0
340,Zhigansk,RU,66.77,123.37,72.0,44,85,10.2,overcast clouds,0,0
341,Nouadhibou,MR,20.93,-17.03,69.8,77,75,17.22,broken clouds,0,0
342,Middelburg,ZA,-25.78,29.46,29.84,85,0,11.18,clear sky,0,0
343,Tabory,RU,58.52,64.55,78.3,67,0,6.62,clear sky,0,0
344,Nouakchott,MR,18.09,-15.98,75.2,83,40,14.99,scattered clouds,0,0
345,Montes Altos,BR,-5.83,-47.07,79.61,49,80,2.19,broken clouds,0,0
346,Leshan,CN,29.56,103.76,82.04,84,100,6.46,light rain,0.94,0
347,Kirkwood,US,38.58,-90.41,86.0,48,40,10.29,scattered clouds,0,0
348,Cavalcante,BR,-13.8,-47.46,65.62,35,0,4.23,clear sky,0,0
349,Terney,RU,45.05,136.61,66.42,70,38,6.31,scattered clouds,0,0
350,Champasak,LA,14.75,106.0,82.4,83,40,2.24,scattered clouds,0,0
351,Pirenopolis,BR,-15.85,-48.96,66.74,38,0,5.53,clear sky,0,0
352,Ibicarai,BR,-14.87,-39.59,65.84,95,61,0.89,broken clouds,0,0
353,Aswan,EG,24.09,32.91,80.94,16,15,7.76,few clouds,0,0
354,Baghdad,IQ,33.34,44.4,78.8,41,0,8.05,clear sky,0,0
355,Luba,GQ,3.46,8.55,73.4,100,75,3.36,light rain,0,0
356,Puerto Cabezas,NI,14.04,-83.39,79.68,90,86,11.39,light rain,0.15,0
357,Paamiut,GL,61.99,-49.67,41.02,92,52,10.71,broken clouds,0,0
358,Daru,PG,-9.08,143.21,78.17,88,67,17.56,light rain,0.66,0
359,Gorgan,IR,36.84,54.43,75.2,83,40,3.44,scattered clouds,0,0
360,Kirakira,SB,-10.45,161.92,82.51,78,95,10.38,light rain,0.48,0
361,Nanzhou,CN,29.36,112.4,81.88,84,49,5.06,scattered clouds,0,0
362,Fairbanks,US,64.84,-147.72,71.6,40,20,3.36,few clouds,0,0
363,Coihueco,CL,-36.62,-71.83,42.8,100,0,2.24,clear sky,0,0
364,Port Moresby,PG,-9.44,147.18,86.0,74,40,17.22,haze,0,0
365,Novozavedennoye,RU,44.26,43.64,68.0,68,40,13.42,scattered clouds,0,0
366,Tarko-Sale,RU,64.92,77.78,62.01,71,99,10.51,very heavy rain,21.08,0
367,Atbasar,KZ,51.8,68.33,75.45,62,66,8.84,broken clouds,0,0
368,Nemuro,JP,43.32,145.57,57.2,82,75,8.05,broken clouds,0,0
369,Broome,US,42.25,-75.83,69.8,64,1,6.93,clear sky,0,0
370,Saint-Omer,FR,50.75,2.17,57.99,94,100,1.01,light rain,0.21,0
371,Batagay,RU,67.63,134.63,71.04,44,18,4.65,few clouds,0,0
372,Usinsk,RU,65.99,57.53,58.53,83,80,4.03,broken clouds,0,0
373,Bambous Virieux,MU,-20.34,57.76,72.0,83,40,11.41,scattered clouds,0,0
374,Lufilufi,WS,-13.87,-171.6,81.37,80,83,24.83,light rain,0.25,0
375,Zlitan,LY,32.47,14.57,73.09,80,0,6.06,clear sky,0,0
376,Juneau,US,58.3,-134.42,57.2,82,90,12.75,shower rain,0,0
377,San Patricio,MX,19.22,-104.7,84.2,74,75,11.41,broken clouds,0,0
378,Sabha,LY,27.04,14.43,76.71,34,0,10.6,clear sky,0,0
379,Masuguru,TZ,-11.37,38.42,66.02,87,75,1.57,broken clouds,0,0
380,Munchenbuchsee,CH,47.02,7.45,60.8,93,75,1.12,broken clouds,0,0
381,Tual,ID,-5.67,132.75,78.78,87,11,19.53,light rain,0.6,0
382,Lavrentiya,RU,65.58,-171.0,43.86,94,100,8.08,overcast clouds,0,0
383,Esmeraldas,BR,-19.76,-44.31,64.4,72,63,2.24,broken clouds,0,0
384,Cairns,AU,-16.92,145.77,79.0,47,73,11.41,broken clouds,0,0
385,Ahipara,NZ,-35.17,173.17,61.03,93,100,17.22,moderate rain,3.68,0
386,Bourail,NC,-21.57,165.48,74.59,73,15,8.86,few clouds,0,0
387,Ribeira Brava,PT,32.65,-17.07,75.0,51,0,5.99,clear sky,0,0
